ARI?,diseases,coryza,wheezing,sore throat,nasal congestion,fever,cough,chills,difficulty breathing,coughing up sputum,shortness of breath,chest tightness,vomiting
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,0,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,0,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,0,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,0,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,1,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,0,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,0,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,1,0,0,1,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,0,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,1,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,0,0,0,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,0,1,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,1,0,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,0,0,0,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,0,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,0,0,0,0,0,0,0,0
ARI,acute bronchiolitis,1,0,0,1,0,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,1,0,0,1,0,1,0,0,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,0,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,0,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,1,0,0,0,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,0,1,0,0,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,0,0,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,0,1,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,1,0,0,0,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,0,0,0,0,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,0,1,0,0,0,1,0,0
ARI,acute bronchiolitis,0,0,0,0,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,0,0,0,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,0,1,0,0,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,1,0,0,0,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,0,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,1,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,1,0,0,0,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,0,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,1,1,0,1,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,1,0,0,0,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,0,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,0,0,1,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,0,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,0,0,0,0,0
ARI,acute bronchiolitis,1,0,0,1,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,0,1,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,0,0,0,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,0,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,0,1,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,0,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,0,0,0,0,1,0,1,0,0
ARI,acute bronchiolitis,1,0,0,0,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,0,0,0,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,1,0,0,0,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,0,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,0,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,1,0,0,0,1,0,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,0,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,1,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,1,0,0,1,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,1,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,0,0,0,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,0,0,0,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,0,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,1,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,0,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,0,1,1,0,0,0,0,0,0
ARI,acute bronchiolitis,1,0,0,1,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,1,0,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,0,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,1,0,0,0,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,0,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,1,0,0,0,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,0,0,0,1,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,1,0,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,0,0,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,0,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,0,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,0,0,1,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,0,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,0,0,0,1,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,1,0,0,0,0,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,0,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,0,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,0,0,0,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,0,0,0,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,1,0,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,0,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,1,1,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,0,0,0,0,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,0,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,0,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,0,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,0,0,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,0,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,0,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,0,0,0,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,1,0,0,0,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,0,1,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,1,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,1,0,0,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,1,0,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,1,0,0,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,0,0,1,0,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,0,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,0,1,0,1,0,1,0,0
ARI,acute bronchiolitis,1,0,0,1,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,0,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,1,1,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,1,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,0,1,0,0,1,0,0,0,1
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,1,1,0,0,0,1,0,0
ARI,acute bronchiolitis,1,1,0,0,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,0,0,1,0,0,0,0
ARI,acute bronchiolitis,1,0,0,1,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,1,0,0,0,0,1,0,0
ARI,acute bronchiolitis,0,1,0,0,1,1,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,0,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,0,0,0,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,0,0,0,0,0,0,0,1
ARI,acute bronchiolitis,1,0,0,1,1,0,0,1,0,1,0,0
ARI,acute bronchiolitis,1,1,0,1,1,1,0,0,0,1,0,1
ARI,acute bronchiolitis,1,1,0,1,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,0,0,0,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,0,0,1,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,1,0,0,0,0,0,1
ARI,acute bronchiolitis,0,1,0,1,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,1,1,0,0,0,0,0,1,0,1,0,0
ARI,acute bronchiolitis,0,1,0,1,0,1,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,0,0,0,0,0,0,0,0,0
ARI,acute bronchiolitis,0,0,0,1,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,1,0,1,1,1,0,1,0,1,0,1
ARI,acute bronchiolitis,1,0,0,0,0,0,0,1,0,0,0,1
ARI,acute bronchiolitis,1,1,0,1,0,0,0,0,0,1,0,1
ARI,acute bronchiolitis,0,0,0,1,0,1,0,0,0,0,0,0
ARI,acute bronchiolitis,1,1,0,0,1,0,0,1,0,1,0,1
ARI,acute bronchiolitis,0,0,0,0,1,0,0,0,0,0,0,0
ARI,acute bronchiolitis,0,1,0,1,0,1,0,1,0,0,0,1
ARI,acute bronchiolitis,0,0,0,0,1,1,0,1,0,0,0,0
ARI,acute bronchiolitis,1,1,0,1,0,1,0,0,0,0,0,1
